SourceIdentifier,VendorGivenName,BACnetName,BACnetDescription,BACnetUnit,BACnetTypeStr
513_0_3007475,AP&M.RM-4441B.WC-ADJ,NAE 13 N2 Trunk 2 VAV4 18 WC ADJ,Warm/Cool Adjustment,64,Analog Input
513_0_3007476,AP&M.RM-4441B.ZN-T,NAE 13 N2 Trunk 2 VAV4 18 ZN T,Zone Temperature,64,Analog Input
513_0_3007478,AP&M.RM-4452.ACLG-STPT,NAE 13 N2 Trunk 2 VAV4 19 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
513_0_3007480,AP&M.RM-4452.AHTG-STPT,NAE 13 N2 Trunk 2 VAV4 19 AHTG STPT,Actual Heating Setpoint,64,Analog Input
513_0_3007485,AP&M.RM-4452.DMPR-POS,NAE 13 N2 Trunk 2 VAV4 19 DMPR POS,Damper Position Feedback,98,Analog Input
513_0_3007492,AP&M.RM-4452.SUP-FLOW,NAE 13 N2 Trunk 2 VAV4 19 SUP FLOW,Supply Air Flow,84,Analog Input
513_0_3007496,AP&M.RM-4452.WC-ADJ,NAE 13 N2 Trunk 2 VAV4 19 WC ADJ,Warm/Cool Adjustment,64,Analog Input
513_0_3007497,AP&M.RM-4452.ZN-T,NAE 13 N2 Trunk 2 VAV4 19 ZN T,Zone Temperature,64,Analog Input
513_0_3007499,AP&M.RM-4441C.ACLG-STPT,NAE 13 N2 Trunk 2 VAV4 20 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
513_0_3007501,AP&M.RM-4441C.AHTG-STPT,NAE 13 N2 Trunk 2 VAV4 20 AHTG STPT,Actual Heating Setpoint,64,Analog Input
513_0_3007506,AP&M.RM-4441C.DMPR-POS,NAE 13 N2 Trunk 2 VAV4 20 DMPR POS,Damper Position Feedback,98,Analog Input
513_0_3007513,AP&M.RM-4441C.SUP-FLOW,NAE 13 N2 Trunk 2 VAV4 20 SUP FLOW,Supply Air Flow,84,Analog Input
513_0_3007517,AP&M.RM-4441C.WC-ADJ,NAE 13 N2 Trunk 2 VAV4 20 WC ADJ,Warm/Cool Adjustment,64,Analog Input
513_0_3007518,AP&M.RM-4441C.ZN-T,NAE 13 N2 Trunk 2 VAV4 20 ZN T,Zone Temperature,64,Analog Input
513_0_3007520,AP&M.RM-4108.ACLG-STPT,NAE 13 N2 Trunk 2 VAV4 26 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
513_0_3007522,AP&M.RM-4108.AHTG-STPT,NAE 13 N2 Trunk 2 VAV4 26 AHTG STPT,Actual Heating Setpoint,64,Analog Input
513_0_3007527,AP&M.RM-4108.DMPR-POS,NAE 13 N2 Trunk 2 VAV4 26 DMPR POS,Damper Position Feedback,98,Analog Input
513_0_3007534,AP&M.RM-4108.SUP-FLOW,NAE 13 N2 Trunk 2 VAV4 26 SUP FLOW,Supply Air Flow,84,Analog Input
513_0_3007538,AP&M.RM-4108.WC-ADJ,NAE 13 N2 Trunk 2 VAV4 26 WC ADJ,Warm/Cool Adjustment,64,Analog Input
513_0_3007539,AP&M.RM-4108.ZN-T,NAE 13 N2 Trunk 2 VAV4 26 ZN T,Zone Temperature,64,Analog Input
513_0_3007589,ZN-T,NAE 13 N2 Trunk 2 VAV2 11 ZN T,,64,Analog Input
513_0_3007590,W-C-ADJ,NAE 13 N2 Trunk 2 VAV2 11 W C ADJ,,64,Analog Input
513_0_3007593,ACLG-SP,NAE 13 N2 Trunk 2 VAV2 11 ACLG SP,,64,Analog Input
513_0_3007594,AHTG-SP,NAE 13 N2 Trunk 2 VAV2 11 AHTG SP,,64,Analog Input
513_0_3007599,DMPR-POS,NAE 13 N2 Trunk 2 VAV2 11 DMPR POS,,98,Analog Input
513_0_3007600,SUP-FLOW,NAE 13 N2 Trunk 2 VAV2 11 SUP FLOW,,84,Analog Input
513_0_3007603,ZN-T,NAE 13 N2 Trunk 2 VAV2 12 ZN T,,64,Analog Input
513_0_3007604,W-C-ADJ,NAE 13 N2 Trunk 2 VAV2 12 W C ADJ,,64,Analog Input
513_0_3007607,ACLG-SP,NAE 13 N2 Trunk 2 VAV2 12 ACLG SP,,64,Analog Input
513_0_3007608,AHTG-SP,NAE 13 N2 Trunk 2 VAV2 12 AHTG SP,,64,Analog Input
513_0_3007613,DMPR-POS,NAE 13 N2 Trunk 2 VAV2 12 DMPR POS,,98,Analog Input
513_0_3007614,SUP-FLOW,NAE 13 N2 Trunk 2 VAV2 12 SUP FLOW,,84,Analog Input
513_0_3007712,AP&M.RM-B349.CO2-LVL,NAE 13 N2 Trunk 1 VAV 5 CO2 LVL,CO2-LVL,97,Analog Input
513_0_3007714,AP&M.RM-B325.CO2-LVL,NAE 13 N2 Trunk 1 VAV 3 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007717,AP&M.RM-B402.CO2-LVL,NAE 13 N2 Trunk 1 VAVB 1 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007719,AP&M.RM-B412.CO2-LVL,NAE 13 N2 Trunk 1 VAVB 5 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007722,AP&M.RM-B342.CO2-LVL,NAE 13 N2 Trunk 1 VAV 10 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007724,AP&M.RM-1218.CO2-LVL,NAE 13 N2 Trunk 1 VAV 17 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007726,AP&M.RM-2301.CO2-LVLCO2-LVL,NAE 13 N2 Trunk 2 VAV 32 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007730,AP&M.RM-2402.CO2-LVL,NAE 13 N2 Trunk 2 VAV 33 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007732,AP&M.RM-2452.CO2-LVL,NAE 13 N2 Trunk 2 VAV2 9 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007734,AP&M.RM-3218.CO2-LVL,NAE 13 N2 Trunk 2 VAV 44 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007738,AP&M.RM-3402.CO2-LVL,NAE 13 N2 Trunk 2 VAV3 1 CO2 LVL,CO2.LVL,96,Analog Input
513_0_3007740,AP&M.RM-4218.CO2-LVL,NAE 13 N2 Trunk 2 VAV 71 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3007742,AP&M.RM-4301.CO2-LVL,NAE 13 N2 Trunk 2 VAV4 2 CO2 LVL,CO2-LVL,96,Analog Input
513_0_3008149,AP&M.OA-CO2-Level,NAE 13 N2 Trunk 1 AHU 3 OA CO2 Level,,96,Analog Input
513_0_3011321,AP&M AH-3L CHWR-T,NAE 13 N2 Trunk 1 AHU 2 AP M AH 3L CHWR T,,64,Analog Input
513_0_3011323,AP&M AH-3R CHWR-T,NAE 13 N2 Trunk 1 AHU 2 AP M AH 3R CHWR T,,64,Analog Input
513_0_3011325,AP&M AH-2L CHWR-T,NAE 13 N2 Trunk 1 AHU 3 AP M AH 2L CHWR T,,64,Analog Input
513_0_3011327,AP&M AH-2R CHWR-T,NAE 13 N2 Trunk 1 AHU 3 AP M AH 2R CHWR T,,64,Analog Input
513_0_3011341,AP&M CHW-DX050 CHW-DP,NAE 13 N2 Trunk 1 AP M CHWP DX 50  CHW DP,AP&M-CHILLED WATER DIFF PRESS,56,Analog Input
513_0_3011816,AP&M-CRAC-UNT-5.CHW-DP,NAE 13 N2 Trunk 1 UNT 5 CHW DP,Chilled Water Diff Pressure on 5th Floor,56,Analog Input
513_0_3011997,AP&M-CHW.BCHWS-T,NAE 13 N2 Trunk 1 UNT 5 CHWS T,Building Chill Water Supply Temperature,64,Analog Input
513_0_3011998,AP&M-CHW.BCHWR-T,NAE 13 N2 Trunk 1 UNT 5 CHWR T,Building Chill Water Return Temperature,64,Analog Input
513_0_3012736,CURRENT,NAE 13 N2 Trunk 1 VFD 7 CURRENT,,3,Analog Input
513_0_3012737,DRV-TMP,NAE 13 N2 Trunk 1 VFD 7 DRV TMP,,62,Analog Input
513_0_3012738,ENERGY-K,NAE 13 N2 Trunk 1 VFD 7 ENERGY K,,19,Analog Input
513_0_3012739,ENERGY-M,NAE 13 N2 Trunk 1 VFD 7 ENERGY M,,49,Analog Input
513_0_3012740,FREQ,NAE 13 N2 Trunk 1 VFD 7 FREQ,,27,Analog Input
513_0_3012741,LAST-FLT,NAE 13 N2 Trunk 1 VFD 7 LAST FLT,,95,Analog Input
513_0_3012742,SPEED,NAE 13 N2 Trunk 1 VFD 7 SPEED,,104,Analog Input
513_0_3012743,TORQUE,NAE 13 N2 Trunk 1 VFD 7 TORQUE,,98,Analog Input
513_1_3004498,AP&M.AHU-3.CLG-VLV,NAE 13 N2 Trunk 1 AHU 1 CLG VLV,Cooling Valve Command,98,Analog Output
513_1_3004500,AP&M.AHU-3.DMPR-CMD,NAE 13 N2 Trunk 1 AHU 1 DMPR CMD,Damper Command,98,Analog Output
513_1_3004507,AP&M.HX-1.HX1-STPT,NAE 13 N2 Trunk 1 AHU 1 HX1 STPT,HX1 Supply Setpoint,64,Analog Output
513_1_3004509,AP&M.HX-1.HX1-VLV,NAE 13 N2 Trunk 1 AHU 1 HX1 VLV,HX1 Valve Command,98,Analog Output
513_1_3004515,AP&M.AHU-3.MINPOS-STPT,NAE 13 N2 Trunk 1 AHU 1 MINPOS STPT,Damper Minimum Position Setpoint,98,Analog Output
513_1_3004536,AP&M.AHU-3.SASP-STPT,NAE 13 N2 Trunk 1 AHU 1 SASP STPT,Supply Air Static Pressure Setpoint,58,Analog Output
513_1_3004538,AP&M.AHU-3.SAT-STPT,NAE 13 N2 Trunk 1 AHU 1 SAT STPT,Supply Air Temperature Setpoint  65,64,Analog Output
513_1_3004541,AP&M.AHU-3.SF-CMD,NAE 13 N2 Trunk 1 AHU 1 SF CMD,Supply Fan Command,98,Analog Output
513_1_3004545,AP&M.HX-1.HX1-DB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters HX1 DB,HX1 Supply Dead Band,64,Analog Output
513_1_3004546,AP&M.HX-1.HX1-IT,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters HX1 IT,HX1 Supply Int Time,95,Analog Output
513_1_3004547,AP&M.HX-1.HX1-PB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters HX1 PB,HX1 Supply Prop Band,64,Analog Output
513_1_3004548,AP&M.AHU-3.SASP-DB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SASP DB,Supply Air Static Pressure Dead Band,58,Analog Output
513_1_3004549,AP&M.AHU-3.SASP-IT,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SASP IT,Supply Air Static Pressure Int Time,95,Analog Output
513_1_3004550,AP&M.AHU-3.SASP-PB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SASP PB,Supply Air Static Pressure Prop Band,58,Analog Output
513_1_3004551,AP&M.AHU-3.SATCLG-DB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SATCLG DB,Supply Air Cooling Dead Band,64,Analog Output
513_1_3004552,AP&M.AHU-3.SATCLG-IT,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SATCLG IT,Supply Air Cooling Int Time,95,Analog Output
513_1_3004553,AP&M.AHU-3.SATCLG-PB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SATCLG PB,Supply Air Cooling Prop Band,64,Analog Output
513_1_3004554,AP&M.AHU-3.SATECON-PB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SATECON PB,Supply Air Economizer Prop Band,64,Analog Output
513_1_3004555,AP&M.AHU-3.SATHTG-DB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SATHTG DB,Supply Air Heating Dead Band,64,Analog Output
513_1_3004556,AP&M.AHU-3.SATHTG-IT,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SATHTG IT,Supply Air Heating Int Time,95,Analog Output
513_1_3004557,AP&M.AHU-3.SATHTG-PB,NAE 13 N2 Trunk 1 AHU 1 Tuning Parameters SATHTG PB,Supply Air Heating Prop Band,64,Analog Output
513_1_3004558,AP&M.AHU-2.CLG-VLV,NAE 13 N2 Trunk 1 AHU 2 CLG VLV,Cooling Valve Command,98,Analog Output
513_1_3004560,AP&M.AHU-2.DMPR-CMD,NAE 13 N2 Trunk 1 AHU 2 DMPR CMD,Damper Command,98,Analog Output
513_1_3004564,AP&M.AHU-2.ECONDIF-STPT,NAE 13 N2 Trunk 1 AHU 2 ECONDIF STPT,Economizer Differential Setpoint,64,Analog Output
513_1_3004570,AP&M.AHU-2.MINPOS-STPT,NAE 13 N2 Trunk 1 AHU 2 MINPOS STPT,Damper Minimum Position Setpoint,98,Analog Output
513_1_3004591,AP&M.AHU-2.SASP-STPT,NAE 13 N2 Trunk 1 AHU 2 SASP STPT,Supply Air Static Pressure Setpoint,58,Analog Output
513_1_3004593,AP&M.AHU-2.SAT-STPT,NAE 13 N2 Trunk 1 AHU 2 SAT STPT,Supply Air Temperature Setpoint,64,Analog Output
513_1_3004596,AP&M.AHU-2.SF-CMD,NAE 13 N2 Trunk 1 AHU 2 SF CMD,Supply Fan Command,98,Analog Output
513_1_3004607,AP&M.AHU-2.SASP-DB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SASP DB,Supply Air Static Pressure Dead Band,58,Analog Output
513_1_3004608,AP&M.AHU-2.SASP-IT,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SASP IT,Supply Air Static Pressure Int Time,95,Analog Output
513_1_3004609,AP&M.AHU-2.SASP-PB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SASP PB,Supply Air Static Pressure Prop Band,58,Analog Output
513_1_3004610,AP&M.AHU-2.SATCLG-DB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SATCLG DB,Supply Air Cooling Dead Band,64,Analog Output
513_1_3004611,AP&M.AHU-2.SATCLG-IT,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SATCLG IT,Supply Air Cooling Int Time,95,Analog Output
513_1_3004612,AP&M.AHU-2.SATCLG-PB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SATCLG PB,Supply Air Cooling Prop Band,64,Analog Output
513_1_3004613,AP&M.AHU-2.SATECON-DB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SATECON DB,Supply Air Economizer Dead Band,64,Analog Output
513_1_3004614,AP&M.AHU-2.SATECON-PB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SATECON PB,Supply Air Economizer Prop Band,64,Analog Output
513_1_3004615,AP&M.AHU-2.SATHTG-DB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SATHTG DB,Supply Air Heating Dead Band,64,Analog Output
513_1_3004616,AP&M.AHU-2.SATHTG-IT,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SATHTG IT,Supply Air Heating Int Time,95,Analog Output
513_1_3004617,AP&M.AHU-2.SATHTG-PB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters SATHTG PB,Supply Air Heating Prop Band,64,Analog Output
513_1_3004618,AP&M.TES.TES-DB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters TES DB,TES Dead Band,56,Analog Output
513_1_3004619,AP&M.TES.TES-IT,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters TES IT,TES Integration Time,95,Analog Output
513_1_3004620,AP&M.TES.TES-PB,NAE 13 N2 Trunk 1 AHU 2 Tuning Parameters TES PB,TES Proportional Band,56,Analog Output
513_1_3004625,AP&M.EF-11.E11-CMD,NAE 13 N2 Trunk 1 AHU 3 E11 CMD,Exhaust Fan 11 Speed Command,98,Analog Output
513_1_3004633,AP&M.EF-11.ESP-STPT,NAE 13 N2 Trunk 1 AHU 3 ESP STPT,Exhaust Air Static Pressure Setpoint,58,Analog Output
513_1_3004641,AP&M.EF-11.ESP-DB,NAE 13 N2 Trunk 1 AHU 3 Tuning Parameters ESP DB,Exhaust Air Static Pressure Dead Band,58,Analog Output
513_1_3004642,AP&M.EF-11.ESP-IT,NAE 13 N2 Trunk 1 AHU 3 Tuning Parameters ESP IT,Exhaust Air Static Pressure Int Time,95,Analog Output
513_1_3004643,AP&M.EF-11.ESP-PB,NAE 13 N2 Trunk 1 AHU 3 Tuning Parameters ESP PB,Exhaust Air Static Pressure Prop Band,58,Analog Output
513_1_3004644,AP&M.AHU-1.CLG-VLV,NAE 13 N2 Trunk 1 AHU 4 CLG VLV,Cooling Valve Command,98,Analog Output
513_1_3004646,AP&M.AHU-1.DMPR-CMD,NAE 13 N2 Trunk 1 AHU 4 DMPR CMD,Damper Command,98,Analog Output
513_1_3004653,AP&M.AHU-1.MINPOS-STPT,NAE 13 N2 Trunk 1 AHU 4 MINPOS STPT,Damper Minimum Position Setpoint,98,Analog Output
513_1_3004666,AP&M.AHU-1.RAT-STPT,NAE 13 N2 Trunk 1 AHU 4 SAT STPT,Return Air Temperature Setpoint,64,Analog Output
513_1_3004669,AP&M.AHU-1.SF-CMD,NAE 13 N2 Trunk 1 AHU 4 SF CMD,Supply Fan Command,98,Analog Output
513_1_3004701,AP&M.RM-B301.CMAX-STPT,NAE 13 N2 Trunk 1 VAV 1 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
513_1_3004702,AP&M.RM-B301.DMPR-CMD,NAE 13 N2 Trunk 1 VAV 1 DMPR CMD,Damper Command,98,Analog Output
513_1_3004704,AP&M.RM-B301.HMAX-STPT,NAE 13 N2 Trunk 1 VAV 1 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
513_1_3004705,AP&M.RM-B301.HTG-VLV,NAE 13 N2 Trunk 1 VAV 1 HTG VLV,Heating Valve Command,98,Analog Output
513_1_3004708,AP&M.RM-B301.OCLG-STPT,NAE 13 N2 Trunk 1 VAV 1 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
513_1_3004709,AP&M.RM-B301.OCMIN-STPT,NAE 13 N2 Trunk 1 VAV 1 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
513_1_3004710,AP&M.RM-B301.OHMIN-STPT,NAE 13 N2 Trunk 1 VAV 1 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
513_1_3004711,AP&M.RM-B301.OHTG-STPT,NAE 13 N2 Trunk 1 VAV 1 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
513_1_3004715,AP&M.RM-B301.SUPFLO-STPT,NAE 13 N2 Trunk 1 VAV 1 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
513_1_3004724,AP&M.RM-B301W.CMAX-STPT,NAE 13 N2 Trunk 1 VAV 2 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
513_1_3004725,AP&M.RM-B301W.DMPR-CMD,NAE 13 N2 Trunk 1 VAV 2 DMPR CMD,Damper Command,98,Analog Output
513_1_3004727,AP&M.RM-B301W.HMAX-STPT,NAE 13 N2 Trunk 1 VAV 2 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
513_1_3004728,AP&M.RM-B301W.HTG-VLV,NAE 13 N2 Trunk 1 VAV 2 HTG VLV,Heating Valve Command,98,Analog Output
513_1_3004731,AP&M.RM-B301W.OCLG-STPT,NAE 13 N2 Trunk 1 VAV 2 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
513_1_3004732,AP&M.RM-B301W.OCMIN-STPT,NAE 13 N2 Trunk 1 VAV 2 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
513_1_3004733,AP&M.RM-B301W.OHMIN-STPT,NAE 13 N2 Trunk 1 VAV 2 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
513_1_3004734,AP&M.RM-B301W.OHTG-STPT,NAE 13 N2 Trunk 1 VAV 2 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
513_1_3004738,AP&M.RM-B301W.SUPFLO-STPT,NAE 13 N2 Trunk 1 VAV 2 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
513_1_3004747,AP&M.RM-B325.CMAX-STPT,NAE 13 N2 Trunk 1 VAV 3 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
513_1_3004748,AP&M.RM-B325.DMPR-CMD,NAE 13 N2 Trunk 1 VAV 3 DMPR CMD,Damper Command,98,Analog Output
513_1_3004750,AP&M.RM-B325.HMAX-STPT,NAE 13 N2 Trunk 1 VAV 3 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
513_1_3004751,AP&M.RM-B325.HTG-VLV,NAE 13 N2 Trunk 1 VAV 3 HTG VLV,Heating Valve Command,98,Analog Output
513_1_3004754,AP&M.RM-B325.OCLG-STPT,NAE 13 N2 Trunk 1 VAV 3 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
513_1_3004755,AP&M.RM-B325.OCMIN-STPT,NAE 13 N2 Trunk 1 VAV 3 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
513_1_3004756,AP&M.RM-B325.OHMIN-STPT,NAE 13 N2 Trunk 1 VAV 3 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
513_1_3004757,AP&M.RM-B325.OHTG-STPT,NAE 13 N2 Trunk 1 VAV 3 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
513_1_3004761,AP&M.RM-B325.SUPFLO-STPT,NAE 13 N2 Trunk 1 VAV 3 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
513_1_3004770,AP&M.RM-B337.CMAX-STPT,NAE 13 N2 Trunk 1 VAV 4 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
513_1_3004771,AP&M.RM-B337.DMPR-CMD,NAE 13 N2 Trunk 1 VAV 4 DMPR CMD,Damper Command,98,Analog Output
513_1_3004773,AP&M.RM-B337.HMAX-STPT,NAE 13 N2 Trunk 1 VAV 4 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
513_1_3004774,AP&M.RM-B337.HTG-VLV,NAE 13 N2 Trunk 1 VAV 4 HTG VLV,Heating Valve Command,98,Analog Output
513_1_3004777,AP&M.RM-B337.OCLG-STPT,NAE 13 N2 Trunk 1 VAV 4 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
513_1_3004778,AP&M.RM-B337.OCMIN-STPT,NAE 13 N2 Trunk 1 VAV 4 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
513_1_3004779,AP&M.RM-B337.OHMIN-STPT,NAE 13 N2 Trunk 1 VAV 4 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
513_1_3004780,AP&M.RM-B337.OHTG-STPT,NAE 13 N2 Trunk 1 VAV 4 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
513_1_3004784,AP&M.RM-B337.SUPFLO-STPT,NAE 13 N2 Trunk 1 VAV 4 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
513_1_3004793,AP&M.RM-B349.CMAX-STPT,NAE 13 N2 Trunk 1 VAV 5 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
513_1_3004794,AP&M.RM-B349.DMPR-CMD,NAE 13 N2 Trunk 1 VAV 5 DMPR CMD,Damper Command,98,Analog Output
513_1_3004796,AP&M.RM-B349.HMAX-STPT,NAE 13 N2 Trunk 1 VAV 5 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
513_1_3004797,AP&M.RM-B349.HTG-VLV,NAE 13 N2 Trunk 1 VAV 5 HTG VLV,Heating Valve Command,98,Analog Output
513_1_3004800,AP&M.RM-B349.OCLG-STPT,NAE 13 N2 Trunk 1 VAV 5 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
513_1_3004801,AP&M.RM-B349.OCMIN-STPT,NAE 13 N2 Trunk 1 VAV 5 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
513_1_3004802,AP&M.RM-B349.OHMIN-STPT,NAE 13 N2 Trunk 1 VAV 5 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
513_1_3004803,AP&M.RM-B349.OHTG-STPT,NAE 13 N2 Trunk 1 VAV 5 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
513_1_3004807,AP&M.RM-B349.SUPFLO-STPT,NAE 13 N2 Trunk 1 VAV 5 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
513_1_3004816,AP&M.BSMTW-HALL.CMAX-STPT,NAE 13 N2 Trunk 1 VAV 6 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
513_1_3004817,AP&M.BSMTW-HALL.DMPR-CMD,NAE 13 N2 Trunk 1 VAV 6 DMPR CMD,Damper Command,98,Analog Output
513_1_3004819,AP&M.BSMTW-HALL.HMAX-STPT,NAE 13 N2 Trunk 1 VAV 6 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
513_1_3004820,AP&M.BSMTW-HALL.HTG-VLV,NAE 13 N2 Trunk 1 VAV 6 HTG VLV,Heating Valve Command,98,Analog Output
513_1_3004823,AP&M.BSMTW-HALL.OCLG-STPT,NAE 13 N2 Trunk 1 VAV 6 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
513_1_3004824,AP&M.BSMTW-HALL.OCMIN-STPT,NAE 13 N2 Trunk 1 VAV 6 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
513_1_3004825,AP&M.BSMTW-HALL.OHMIN-STPT,NAE 13 N2 Trunk 1 VAV 6 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
513_1_3004826,AP&M.BSMTW-HALL.OHTG-STPT,NAE 13 N2 Trunk 1 VAV 6 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
513_1_3004830,AP&M.BSMTW-HALL.SUPFLO-STPT,NAE 13 N2 Trunk 1 VAV 6 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
513_1_3004839,AP&M.BSMT-LOBBY.CMAX-STPT,NAE 13 N2 Trunk 1 VAV 8 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
513_1_3004840,AP&M.BSMT-LOBBY.DMPR-CMD,NAE 13 N2 Trunk 1 VAV 8 DMPR CMD,Damper Command,98,Analog Output
513_1_3004842,AP&M.BSMT-LOBBY.HMAX-STPT,NAE 13 N2 Trunk 1 VAV 8 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
513_1_3004843,AP&M.BSMT-LOBBY.HTG-VLV,NAE 13 N2 Trunk 1 VAV 8 HTG VLV,Heating Valve Command,98,Analog Output
513_1_3004846,AP&M.BSMT-LOBBY.OCLG-STPT,NAE 13 N2 Trunk 1 VAV 8 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
513_1_3004847,AP&M.BSMT-LOBBY.OCMIN-STPT,NAE 13 N2 Trunk 1 VAV 8 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
513_1_3004848,AP&M.BSMT-LOBBY.OHMIN-STPT,NAE 13 N2 Trunk 1 VAV 8 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
513_1_3004849,AP&M.BSMT-LOBBY.OHTG-STPT,NAE 13 N2 Trunk 1 VAV 8 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
513_1_3004853,AP&M.BSMT-LOBBY.SUPFLO-STPT,NAE 13 N2 Trunk 1 VAV 8 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
513_1_3004862,AP&M.RM-B004.CMAX-STPT,NAE 13 N2 Trunk 1 VAV 9 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
513_1_3004863,AP&M.RM-B004.DMPR-CMD,NAE 13 N2 Trunk 1 VAV 9 DMPR CMD,Damper Command,98,Analog Output
513_1_3004865,AP&M.RM-B004.HMAX-STPT,NAE 13 N2 Trunk 1 VAV 9 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
513_1_3004866,AP&M.RM-B004.HTG-VLV,NAE 13 N2 Trunk 1 VAV 9 HTG VLV,Heating Valve Command,98,Analog Output
