SourceIdentifier,VendorGivenName,BACnetName,BACnetDescription,BACnetUnit,BACnetTypeStr
505_0_3001244,EBU3B.RM-1145..ACTCLGSP,NAE 05 N2 2 VMA 133 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000167,EBU3B.RM-2136..ACTCLGSP,NAE 06 N2 1 VMA133 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001864,EBU3B.RM-4200A..ACTCLGSP,NAE 06 N2 2 VMA133 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001246,EBU3B.RM-1145..DMPR-POS,NAE 05 N2 2 VMA 133 DMPR POS,Damper Position,98,Analog Input
506_0_3000169,EBU3B.RM-2136..DMPR-POS,NAE 06 N2 1 VMA133 DMPR POS,Damper Position,98,Analog Input
506_0_3001866,EBU3B.RM-4200A..DMPR-POS,NAE 06 N2 2 VMA133 DMPR POS,Damper Position,98,Analog Input
505_0_3001261,EBU3B.RM-1124..ZN-T,NAE 05 N2 2 VMA 134 ZN T,Zone Temperature,64,Analog Input
506_0_3000184,EBU3B.RM-2134..ZN-T,NAE 06 N2 1 VMA134 ZN T,Zone Temperature,64,Analog Input
506_0_3001881,EBU3B.RM-4205..ZN-T,NAE 06 N2 2 VMA134 ZN T,Zone Temperature,64,Analog Input
505_0_3001267,EBU3B.RM-1124..SUP-FLOW,NAE 05 N2 2 VMA 134 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000190,EBU3B.RM-2134..SUP-FLOW,NAE 06 N2 1 VMA134 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001887,EBU3B.RM-4205..SUP-FLOW,NAE 06 N2 2 VMA134 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001265,EBU3B.RM-1124..ACTHTGSP,NAE 05 N2 2 VMA 134 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000188,EBU3B.RM-2134..ACTHTGSP,NAE 06 N2 1 VMA134 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001885,EBU3B.RM-4205..ACTHTGSP,NAE 06 N2 2 VMA134 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001264,EBU3B.RM-1124..ACTCLGSP,NAE 05 N2 2 VMA 134 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000187,EBU3B.RM-2134..ACTCLGSP,NAE 06 N2 1 VMA134 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001884,EBU3B.RM-4205..ACTCLGSP,NAE 06 N2 2 VMA134 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001266,EBU3B.RM-1124..DMPR-POS,NAE 05 N2 2 VMA 134 DMPR POS,Damper Position,98,Analog Input
506_0_3000189,EBU3B.RM-2134..DMPR-POS,NAE 06 N2 1 VMA134 DMPR POS,Damper Position,98,Analog Input
506_0_3001886,EBU3B.RM-4205..DMPR-POS,NAE 06 N2 2 VMA134 DMPR POS,Damper Position,98,Analog Input
505_0_3001282,EBU3B.RM-1126..ZN-T,NAE 05 N2 2 VMA 135 ZN T,Zone Temperature,64,Analog Input
506_0_3000204,EBU3B.RM-2132..ZN-T,NAE 06 N2 1 VMA135 ZN T,Zone Temperature,64,Analog Input
506_0_3001901,EBU3B.RM-4202..ZN-T,NAE 06 N2 2 VMA135 ZN T,Zone Temperature,64,Analog Input
505_0_3001288,EBU3B.RM-1126..SUP-FLOW,NAE 05 N2 2 VMA 135 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000210,EBU3B.RM-2132..SUP-FLOW,NAE 06 N2 1 VMA135 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001907,EBU3B.RM-4202..SUP-FLOW,NAE 06 N2 2 VMA135 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001286,EBU3B.RM-1126..ACTHTGSP,NAE 05 N2 2 VMA 135 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000208,EBU3B.RM-2132..ACTHTGSP,NAE 06 N2 1 VMA135 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001905,EBU3B.RM-4202..ACTHTGSP,NAE 06 N2 2 VMA135 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001285,EBU3B.RM-1126..ACTCLGSP,NAE 05 N2 2 VMA 135 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000207,EBU3B.RM-2132..ACTCLGSP,NAE 06 N2 1 VMA135 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001904,EBU3B.RM-4202..ACTCLGSP,NAE 06 N2 2 VMA135 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001287,EBU3B.RM-1126..DMPR-POS,NAE 05 N2 2 VMA 135 DMPR POS,Damper Position,98,Analog Input
506_0_3000209,EBU3B.RM-2132..DMPR-POS,NAE 06 N2 1 VMA135 DMPR POS,Damper Position,98,Analog Input
506_0_3001906,EBU3B.RM-4202..DMPR-POS,NAE 06 N2 2 VMA135 DMPR POS,Damper Position,98,Analog Input
505_0_3001302,EBU3B.RM-1155..ZN-T,NAE 05 N2 2 VMA 136 ZN T,Zone Temperature \ WRR,64,Analog Input
506_0_3000224,EBU3B.RM-2130..ZN-T,NAE 06 N2 1 VMA136 ZN T,Zone Temperature,64,Analog Input
506_0_3001921,EBU3B.RM-4208..ZN-T,NAE 06 N2 2 VMA136 ZN T,Zone Temperature,64,Analog Input
505_0_3001308,EBU3B.RM-1155..SUP-FLOW,NAE 05 N2 2 VMA 136 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000230,EBU3B.RM-2130..SUP-FLOW,NAE 06 N2 1 VMA136 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001927,EBU3B.RM-4208..SUP-FLOW,NAE 06 N2 2 VMA136 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001306,EBU3B.RM-1155..ACTHTGSP,NAE 05 N2 2 VMA 136 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000228,EBU3B.RM-2130..ACTHTGSP,NAE 06 N2 1 VMA136 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001925,EBU3B.RM-4208..ACTHTGSP,NAE 06 N2 2 VMA136 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001305,EBU3B.RM-1155..ACTCLGSP,NAE 05 N2 2 VMA 136 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000227,EBU3B.RM-2130..ACTCLGSP,NAE 06 N2 1 VMA136 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001924,EBU3B.RM-4208..ACTCLGSP,NAE 06 N2 2 VMA136 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001307,EBU3B.RM-1155..DMPR-POS,NAE 05 N2 2 VMA 136 DMPR POS,Damper Position,98,Analog Input
506_0_3000229,EBU3B.RM-2130..DMPR-POS,NAE 06 N2 1 VMA136 DMPR POS,Damper Position,98,Analog Input
506_0_3001926,EBU3B.RM-4208..DMPR-POS,NAE 06 N2 2 VMA136 DMPR POS,Damper Position,98,Analog Input
505_0_3001322,EBU3B.RM-1151..ZN-T,NAE 05 N2 2 VMA 137 ZN T,Zone Temperature,64,Analog Input
506_0_3000244,EBU3B.RM-2128..ZN-T,NAE 06 N2 1 VMA137 ZN T,Zone Temperature,64,Analog Input
506_0_3001941,EBU3B.RM-4214..ZN-T,NAE 06 N2 2 VMA137 ZN T,Zone Temperature,64,Analog Input
505_0_3001328,EBU3B.RM-1151..SUP-FLOW,NAE 05 N2 2 VMA 137 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000250,EBU3B.RM-2128..SUP-FLOW,NAE 06 N2 1 VMA137 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001947,EBU3B.RM-4214..SUP-FLOW,NAE 06 N2 2 VMA137 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001326,EBU3B.RM-1151..ACTHTGSP,NAE 05 N2 2 VMA 137 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000248,EBU3B.RM-2128..ACTHTGSP,NAE 06 N2 1 VMA137 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001945,EBU3B.RM-4214..ACTHTGSP,NAE 06 N2 2 VMA137 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001325,EBU3B.RM-1151..ACTCLGSP,NAE 05 N2 2 VMA 137 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000247,EBU3B.RM-2128..ACTCLGSP,NAE 06 N2 1 VMA137 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001944,EBU3B.RM-4214..ACTCLGSP,NAE 06 N2 2 VMA137 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001327,EBU3B.RM-1151..DMPR-POS,NAE 05 N2 2 VMA 137 DMPR POS,Damper Position,98,Analog Input
506_0_3000249,EBU3B.RM-2128..DMPR-POS,NAE 06 N2 1 VMA137 DMPR POS,Damper Position,98,Analog Input
506_0_3001946,EBU3B.RM-4214..DMPR-POS,NAE 06 N2 2 VMA137 DMPR POS,Damper Position,98,Analog Input
505_0_3001342,EBU3B.RM-1156..ZN-T,NAE 05 N2 2 VMA 138 ZN T,Zone Temperature,64,Analog Input
506_0_3000264,EBU3B.RM-2126..ZN-T,NAE 06 N2 1 VMA138 ZN T,Zone Temperature,64,Analog Input
506_0_3001961,EBU3B.RM-4220..ZN-T,NAE 06 N2 2 VMA138 ZN T,Zone Temperature,64,Analog Input
505_0_3001348,EBU3B.RM-1156..SUP-FLOW,NAE 05 N2 2 VMA 138 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000270,EBU3B.RM-2126..SUP-FLOW,NAE 06 N2 1 VMA138 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001967,EBU3B.RM-4220..SUP-FLOW,NAE 06 N2 2 VMA138 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001346,EBU3B.RM-1156..ACTHTGSP,NAE 05 N2 2 VMA 138 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000268,EBU3B.RM-2126..ACTHTGSP,NAE 06 N2 1 VMA138 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001965,EBU3B.RM-4220..ACTHTGSP,NAE 06 N2 2 VMA138 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001345,EBU3B.RM-1156..ACTCLGSP,NAE 05 N2 2 VMA 138 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000267,EBU3B.RM-2126..ACTCLGSP,NAE 06 N2 1 VMA138 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001964,EBU3B.RM-4220..ACTCLGSP,NAE 06 N2 2 VMA138 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001347,EBU3B.RM-1156..DMPR-POS,NAE 05 N2 2 VMA 138 DMPR POS,Damper Position,98,Analog Input
506_0_3000269,EBU3B.RM-2126..DMPR-POS,NAE 06 N2 1 VMA138 DMPR POS,Damper Position,98,Analog Input
506_0_3001966,EBU3B.RM-4220..DMPR-POS,NAE 06 N2 2 VMA138 DMPR POS,Damper Position,98,Analog Input
505_0_3001362,EBU3B.RM-1154..ZN-T,NAE 05 N2 2 VMA 139 ZN T,Zone Temperature,64,Analog Input
506_0_3000284,EBU3B.RM-2122..ZN-T,NAE 06 N2 1 VMA139 ZN T,Zone Temperature,64,Analog Input
506_0_3001981,EBU3B.RM-4226..ZN-T,NAE 06 N2 2 VMA139 ZN T,Zone Temperature,64,Analog Input
505_0_3001368,EBU3B.RM-1154..SUP-FLOW,NAE 05 N2 2 VMA 139 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000290,EBU3B.RM-2122..SUP-FLOW,NAE 06 N2 1 VMA139 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001987,EBU3B.RM-4226..SUP-FLOW,NAE 06 N2 2 VMA139 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001366,EBU3B.RM-1154..ACTHTGSP,NAE 05 N2 2 VMA 139 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000288,EBU3B.RM-2122..ACTHTGSP,NAE 06 N2 1 VMA139 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001985,EBU3B.RM-4226..ACTHTGSP,NAE 06 N2 2 VMA139 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001365,EBU3B.RM-1154..ACTCLGSP,NAE 05 N2 2 VMA 139 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000287,EBU3B.RM-2122..ACTCLGSP,NAE 06 N2 1 VMA139 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001984,EBU3B.RM-4226..ACTCLGSP,NAE 06 N2 2 VMA139 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001367,EBU3B.RM-1154..DMPR-POS,NAE 05 N2 2 VMA 139 DMPR POS,Damper Position,98,Analog Input
506_0_3000289,EBU3B.RM-2122..DMPR-POS,NAE 06 N2 1 VMA139 DMPR POS,Damper Position,98,Analog Input
506_0_3001986,EBU3B.RM-4226..DMPR-POS,NAE 06 N2 2 VMA139 DMPR POS,Damper Position,98,Analog Input
505_0_3001384,EBU3B.RM-1150..ZN-T,NAE 05 N2 2 VMA 140 ZN T,Zone Temperature,64,Analog Input
506_0_3000304,EBU3B.RM-2118..ZN-T,NAE 06 N2 1 VMA140 ZN T,Zone Temperature,64,Analog Input
506_0_3002001,EBU3B.RM-4230..ZN-T,NAE 06 N2 2 VMA140 ZN T,Zone Temperature,64,Analog Input
505_0_3001390,EBU3B.RM-1150..SUP-FLOW,NAE 05 N2 2 VMA 140 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000310,EBU3B.RM-2118..SUP-FLOW,NAE 06 N2 1 VMA140 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3002007,EBU3B.RM-4230..SUP-FLOW,NAE 06 N2 2 VMA140 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001388,EBU3B.RM-1150..ACTHTGSP,NAE 05 N2 2 VMA 140 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000308,EBU3B.RM-2118..ACTHTGSP,NAE 06 N2 1 VMA140 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3002005,EBU3B.RM-4230..ACTHTGSP,NAE 06 N2 2 VMA140 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001387,EBU3B.RM-1150..ACTCLGSP,NAE 05 N2 2 VMA 140 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000307,EBU3B.RM-2118..ACTCLGSP,NAE 06 N2 1 VMA140 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3002004,EBU3B.RM-4230..ACTCLGSP,NAE 06 N2 2 VMA140 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001389,EBU3B.RM-1150..DMPR-POS,NAE 05 N2 2 VMA 140 DMPR POS,Damper Position,98,Analog Input
506_0_3000309,EBU3B.RM-2118..DMPR-POS,NAE 06 N2 1 VMA140 DMPR POS,Damper Position,98,Analog Input
506_0_3002006,EBU3B.RM-4230..DMPR-POS,NAE 06 N2 2 VMA140 DMPR POS,Damper Position,98,Analog Input
505_0_3001404,EBU3B.RM-1123..ZN-T,NAE 05 N2 2 VMA 141 ZN T,Zone Temperature,64,Analog Input
506_0_3000324,EBU3B.RM-2111..ZN-T,NAE 06 N2 1 VMA141 ZN T,Zone Temperature,64,Analog Input
506_0_3002022,EBU3B.RM-4232..ZN-T,NAE 06 N2 2 VMA141 ZN T,Zone Temperature,64,Analog Input
505_0_3001410,EBU3B.RM-1123..SUP-FLOW,NAE 05 N2 2 VMA 141 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000330,EBU3B.RM-2111..SUP-FLOW,NAE 06 N2 1 VMA141 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3002028,EBU3B.RM-4232..SUP-FLOW,NAE 06 N2 2 VMA141 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001408,EBU3B.RM-1123..ACTHTGSP,NAE 05 N2 2 VMA 141 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000328,EBU3B.RM-2111..ACTHTGSP,NAE 06 N2 1 VMA141 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3002026,EBU3B.RM-4232..ACTHTGSP,NAE 06 N2 2 VMA141 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001407,EBU3B.RM-1123..ACTCLGSP,NAE 05 N2 2 VMA 141 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000327,EBU3B.RM-2111..ACTCLGSP,NAE 06 N2 1 VMA141 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3002025,EBU3B.RM-4232..ACTCLGSP,NAE 06 N2 2 VMA141 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001409,EBU3B.RM-1123..DMPR-POS,NAE 05 N2 2 VMA 141 DMPR POS,Damper Position,98,Analog Input
506_0_3000329,EBU3B.RM-2111..DMPR-POS,NAE 06 N2 1 VMA141 DMPR POS,Damper Position,98,Analog Input
506_0_3002027,EBU3B.RM-4232..DMPR-POS,NAE 06 N2 2 VMA141 DMPR POS,Damper Position,98,Analog Input
505_0_3001424,EBU3B.RM-1144..ZN-T,NAE 05 N2 2 VMA 142 ZN T,Zone Temperature,64,Analog Input
506_0_3000344,EBU3B.RM-2116..ZN-T,NAE 06 N2 1 VMA142 ZN T,Zone Temperature,64,Analog Input
506_0_3002043,EBU3B.RM-4236..ZN-T,NAE 06 N2 2 VMA142 ZN T,Zone Temperature,64,Analog Input
505_0_3001430,EBU3B.RM-1144..SUP-FLOW,NAE 05 N2 2 VMA 142 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000350,EBU3B.RM-2116..SUP-FLOW,NAE 06 N2 1 VMA142 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3002049,EBU3B.RM-4236..SUP-FLOW,NAE 06 N2 2 VMA142 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001428,EBU3B.RM-1144..ACTHTGSP,NAE 05 N2 2 VMA 142 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000348,EBU3B.RM-2116..ACTHTGSP,NAE 06 N2 1 VMA142 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3002047,EBU3B.RM-4236..ACTHTGSP,NAE 06 N2 2 VMA142 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001427,EBU3B.RM-1144..ACTCLGSP,NAE 05 N2 2 VMA 142 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000347,EBU3B.RM-2116..ACTCLGSP,NAE 06 N2 1 VMA142 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3002046,EBU3B.RM-4236..ACTCLGSP,NAE 06 N2 2 VMA142 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001429,EBU3B.RM-1144..DMPR-POS,NAE 05 N2 2 VMA 142 DMPR POS,Damper Position,98,Analog Input
506_0_3000349,EBU3B.RM-2116..DMPR-POS,NAE 06 N2 1 VMA142 DMPR POS,Damper Position,98,Analog Input
506_0_3002048,EBU3B.RM-4236..DMPR-POS,NAE 06 N2 2 VMA142 DMPR POS,Damper Position,98,Analog Input
505_0_3001444,EBU3B.RM-1139..ZN-T,NAE 05 N2 2 VMA 143 ZN T,Zone Temperature,64,Analog Input
506_0_3000364,EBU3B.RM-2112..ZN-T,NAE 06 N2 1 VMA143 ZN T,Zone Temperature,64,Analog Input
506_0_3002063,EBU3B.RM-4240..ZN-T,NAE 06 N2 2 VMA143 ZN T,Zone Temperature,64,Analog Input
505_0_3001450,EBU3B.RM-1139..SUP-FLOW,NAE 05 N2 2 VMA 143 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000370,EBU3B.RM-2112..SUP-FLOW,NAE 06 N2 1 VMA143 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3002069,EBU3B.RM-4240..SUP-FLOW,NAE 06 N2 2 VMA143 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001448,EBU3B.RM-1139..ACTHTGSP,NAE 05 N2 2 VMA 143 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000368,EBU3B.RM-2112..ACTHTGSP,NAE 06 N2 1 VMA143 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3002067,EBU3B.RM-4240..ACTHTGSP,NAE 06 N2 2 VMA143 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001447,EBU3B.RM-1139..ACTCLGSP,NAE 05 N2 2 VMA 143 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000367,EBU3B.RM-2112..ACTCLGSP,NAE 06 N2 1 VMA143 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3002066,EBU3B.RM-4240..ACTCLGSP,NAE 06 N2 2 VMA143 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001449,EBU3B.RM-1139..DMPR-POS,NAE 05 N2 2 VMA 143 DMPR POS,Damper Position,98,Analog Input
506_0_3000369,EBU3B.RM-2112..DMPR-POS,NAE 06 N2 1 VMA143 DMPR POS,Damper Position,98,Analog Input
506_0_3002068,EBU3B.RM-4240..DMPR-POS,NAE 06 N2 2 VMA143 DMPR POS,Damper Position,98,Analog Input
505_0_3001464,EBU3B.RM-1134..ZN-T,NAE 05 N2 2 VMA 144 ZN T,Zone Temperature,64,Analog Input
506_0_3000384,EBU3B.RM-2108..ZN-T,NAE 06 N2 1 VMA144 ZN T,Zone Temperature,64,Analog Input
506_0_3002084,EBU3B.RM-4219..ZN-T,NAE 06 N2 2 VMA144 ZN T,Zone Temperature,64,Analog Input
505_0_3001470,EBU3B.RM-1134..SUP-FLOW,NAE 05 N2 2 VMA 144 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000390,EBU3B.RM-2108..SUP-FLOW,NAE 06 N2 1 VMA144 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3002090,EBU3B.RM-4219..SUP-FLOW,NAE 06 N2 2 VMA144 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001468,EBU3B.RM-1134..ACTHTGSP,NAE 05 N2 2 VMA 144 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000388,EBU3B.RM-2108..ACTHTGSP,NAE 06 N2 1 VMA144 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3002088,EBU3B.RM-4219..ACTHTGSP,NAE 06 N2 2 VMA144 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001467,EBU3B.RM-1134..ACTCLGSP,NAE 05 N2 2 VMA 144 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000387,EBU3B.RM-2108..ACTCLGSP,NAE 06 N2 1 VMA144 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3002087,EBU3B.RM-4219..ACTCLGSP,NAE 06 N2 2 VMA144 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001469,EBU3B.RM-1134..DMPR-POS,NAE 05 N2 2 VMA 144 DMPR POS,Damper Position,98,Analog Input
506_0_3000389,EBU3B.RM-2108..DMPR-POS,NAE 06 N2 1 VMA144 DMPR POS,Damper Position,98,Analog Input
506_0_3002089,EBU3B.RM-4219..DMPR-POS,NAE 06 N2 2 VMA144 DMPR POS,Damper Position,98,Analog Input
505_0_3001484,EBU3B.RM-1132..ZN-T,NAE 05 N2 2 VMA 145 ZN T,Zone Temperature,64,Analog Input
506_0_3000404,EBU3B.RM-2107..ZN-T,NAE 06 N2 1 VMA145 ZN T,Zone Temperature,64,Analog Input
506_0_3002104,EBU3B.RM-4242..ZN-T,NAE 06 N2 2 VMA145 ZN T,Zone Temperature,64,Analog Input
505_0_3001490,EBU3B.RM-1132..SUP-FLOW,NAE 05 N2 2 VMA 145 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000410,EBU3B.RM-2107..SUP-FLOW,NAE 06 N2 1 VMA145 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3002110,EBU3B.RM-4242..SUP-FLOW,NAE 06 N2 2 VMA145 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001488,EBU3B.RM-1132..ACTHTGSP,NAE 05 N2 2 VMA 145 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000408,EBU3B.RM-2107..ACTHTGSP,NAE 06 N2 1 VMA145 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3002108,EBU3B.RM-4242..ACTHTGSP,NAE 06 N2 2 VMA145 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001487,EBU3B.RM-1132..ACTCLGSP,NAE 05 N2 2 VMA 145 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000407,EBU3B.RM-2107..ACTCLGSP,NAE 06 N2 1 VMA145 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3002107,EBU3B.RM-4242..ACTCLGSP,NAE 06 N2 2 VMA145 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001489,EBU3B.RM-1132..DMPR-POS,NAE 05 N2 2 VMA 145 DMPR POS,Damper Position,98,Analog Input
506_0_3000409,EBU3B.RM-2107..DMPR-POS,NAE 06 N2 1 VMA145 DMPR POS,Damper Position,98,Analog Input
506_0_3002109,EBU3B.RM-4242..DMPR-POS,NAE 06 N2 2 VMA145 DMPR POS,Damper Position,98,Analog Input
505_0_3001504,EBU3B.RM-1133..ZN-T,NAE 05 N2 2 VMA 146 ZN T,Zone Temperature,64,Analog Input
506_0_3000424,EBU3B.RM-2102..ZN-T,NAE 06 N2 1 VMA146 ZN T,Zone Temperature,64,Analog Input
506_0_3002125,EBU3B.RM-4231..ZN-T,NAE 06 N2 2 VMA146 ZN T,Zone Temperature,64,Analog Input
505_0_3001510,EBU3B.RM-1133..SUP-FLOW,NAE 05 N2 2 VMA 146 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3000430,EBU3B.RM-2102..SUP-FLOW,NAE 06 N2 1 VMA146 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3002131,EBU3B.RM-4231..SUP-FLOW,NAE 06 N2 2 VMA146 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001508,EBU3B.RM-1133..ACTHTGSP,NAE 05 N2 2 VMA 146 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3000428,EBU3B.RM-2102..ACTHTGSP,NAE 06 N2 1 VMA146 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3002129,EBU3B.RM-4231..ACTHTGSP,NAE 06 N2 2 VMA146 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001507,EBU3B.RM-1133..ACTCLGSP,NAE 05 N2 2 VMA 146 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3000427,EBU3B.RM-2102..ACTCLGSP,NAE 06 N2 1 VMA146 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3002128,EBU3B.RM-4231..ACTCLGSP,NAE 06 N2 2 VMA146 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001509,EBU3B.RM-1133..DMPR-POS,NAE 05 N2 2 VMA 146 DMPR POS,Damper Position,98,Analog Input
